id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
14963441,"Cosy, light vintage design appartment",5883895,Annelore,,Macharius - Heirnis,51.04782,3.74419,Entire home/apt,82,1,143,2021-07-28,2.23,7,141,6,
15078227,Cosy Apartment near city centre Gent / Ghent.,7798727,Anelda,,Bloemekenswijk,51.06638,3.70915,Entire home/apt,105,2,9,2021-03-21,0.40,2,0,1,
15098520,Room 'Olga' - B&B Graaf.,43889699,Kenzo,,Sluizeken - Tolhuis - Ham,51.06185,3.7211,Private room,64,2,4,2021-02-15,0.12,3,0,3,
15158816,"Flats with a soul, in the heart of Ghent.",96173226,Ingrid,,Binnenstad,51.0564,3.72097,Entire home/apt,140,2,6,2021-08-21,0.10,1,354,1,
15266842,Room near the center and all public transport.,16979747,Tom,,Stationsbuurt Zuid,51.03247,3.71313,Private room,49,2,175,2021-11-03,2.85,1,352,10,
15279587,Duplex room with mezzanine and ensuite bathroom,1155760,Caroline,,Gentbrugge,51.03284,3.76246,Private room,55,1,152,2021-11-19,2.50,1,18,13,
15306836,Cosy room with King size bed,9347190,Annelies,,Dampoort,51.05727,3.74099,Private room,50,3,78,2021-11-07,1.23,1,141,4,
15407588,Room in an artistic house near the centre of Ghent,50509069,Reintje,,Rabot  - Blaisantvest,51.06418,3.70996,Private room,20,6,47,2021-12-03,0.74,1,120,5,
15654068,Luxury house nearby the centre and station,48494858,Bieke,,Stationsbuurt Noord,51.04186,3.71587,Entire home/apt,150,2,4,2019-08-17,0.10,1,121,0,
15660061,Apartment in the heart of the Historic Centre,101087428,Veerle,,Binnenstad,51.05361,3.72425,Entire home/apt,131,2,278,2021-12-12,4.43,1,107,25,
15912167,"Very cosy cottage,old tower. Free parking,bycicles",41605946,Luc,,Gentbrugge,51.03967,3.77336,Entire home/apt,99,3,26,2021-11-01,0.44,1,242,2,
15924258,LAST MINUTE DEC. - Just  feel@home in Ghent,14896039,Kaat,,Brugse Poort - Rooigem,51.05932,3.69674,Entire home/apt,72,2,57,2021-11-21,0.93,1,40,5,
15925176,Brand new private top floor in a travelers house!,9175868,Elke,,Brugse Poort - Rooigem,51.06117,3.69004,Private room,50,1,56,2020-03-08,0.91,1,274,0,
15937307,Edville studio Duplex A301  (2p-4p),414263,Edward En Daphne,,Binnenstad,51.03787,3.73042,Entire home/apt,92,1,10,2021-11-12,0.16,10,311,1,
16484658,Spatious city centre apartment Ghent,14531718,Frederik,,Elisabethbegijnhof - Papegaai,51.04982,3.7126,Entire home/apt,78,1,155,2021-12-12,2.55,1,48,24,
16592801,cozy studio in the canopy of trees center Ghent,53039258,Veerle,,Binnenstad,51.03955,3.73126,Entire home/apt,75,4,34,2018-04-02,0.57,2,65,0,
16684903,Stylish apartment @ heart historic Ghent!,42607614,Catherine,,Binnenstad,51.05824,3.72104,Entire home/apt,278,3,81,2021-11-21,1.41,1,167,8,
16701149,Romantic apartment at the Opera House,110630447,Kristof,,Binnenstad,51.04984,3.72148,Entire home/apt,101,2,260,2021-12-05,4.34,4,57,29,
16744699,Bed Resort - Lucas Munich,8651909,Gerald,,Macharius - Heirnis,51.0547,3.73628,Entire home/apt,84,7,67,2021-06-30,1.13,3,0,1,
16952327,Cosy shared house next to the water,6758108,Ellen,,Bloemekenswijk,51.06893,3.69547,Private room,55,2,27,2020-09-02,0.46,2,0,0,
17026559,Newly renovated private room nearby city center,25384984,Niko,,Sint Amandsberg,51.06424,3.74712,Private room,35,2,20,2021-07-19,0.37,1,121,1,
17196233,Centre of Ghent:authentic apartment,115767658,Marie Jeanne,,Binnenstad,51.04554,3.72371,Entire home/apt,75,10,80,2021-11-03,1.38,1,173,2,
17341843,New modern studio,18156019,Marleen,,Binnenstad,51.04025,3.73841,Entire home/apt,50,2,23,2021-09-18,0.40,1,0,4,
17411938,Apartment /loft up to 5 people,17180388,Gerda,,Sluizeken - Tolhuis - Ham,51.06253,3.73055,Entire home/apt,125,10,19,2019-09-01,0.33,6,325,0,
17415373,Edville studio Duplex A302 (2p-4p),414263,Edward En Daphne,,Binnenstad,51.03782,3.73044,Entire home/apt,92,2,6,2020-01-17,0.20,10,288,0,
17415762,Duplexstudio Edville Ghent 4p (studio D6),414263,Edward En Daphne,,Stationsbuurt Noord,51.03728,3.72965,Hotel room,89,2,6,2018-06-01,0.10,10,290,0,
17415990,Edville studio Duplex (2p-4p),414263,Edward En Daphne,,Binnenstad,51.03782,3.73044,Entire home/apt,74,7,11,2021-12-20,0.21,10,332,7,
17416223,Edville studio Duplex A304 (2p-4p),414263,Edward En Daphne,,Binnenstad,51.03782,3.73044,Entire home/apt,92,2,2,2019-09-29,0.04,10,336,0,
17416354,Edville Studio A102,414263,Edward En Daphne,,Binnenstad,51.03782,3.73044,Entire home/apt,79,2,5,2021-12-19,0.09,10,328,2,
17416437,Edville Studio,414263,Edward En Daphne,,Binnenstad,51.03782,3.73044,Entire home/apt,72,2,11,2019-06-10,0.22,10,239,0,
17416518,Edville Studio,414263,Edward En Daphne,,Binnenstad,51.03782,3.73044,Entire home/apt,62,1,12,2020-09-17,0.22,10,298,0,
17585223,Deluxe Suite Apartment 6P Lord of Ghent,46082978,Vic,,Binnenstad,51.05364,3.72316,Entire home/apt,315,2,24,2021-09-12,0.42,2,342,3,
17883395,Oasis of Ghent,76402457,Bhakti,,Ledeberg,51.03836,3.74107,Entire home/apt,35,3,28,2021-09-12,0.51,2,113,10,
18250197,Captains room on Riverboat with riverview,9801533,Maarten,,Brugse Poort - Rooigem,51.05842,3.70699,Entire home/apt,121,1,72,2021-11-10,1.28,2,326,33,
18251661,Sailorsroom on a Riverboat,9801533,Maarten,,Brugse Poort - Rooigem,51.05975,3.70525,Entire home/apt,121,1,35,2021-12-14,0.68,2,341,18,
18342213,En suite kamer met mezzanine in historisch centrum,8203256,Annik & Kristof,,Binnenstad,51.05528,3.73152,Private room,74,2,38,2021-09-04,0.67,2,142,1,
18370024,Paparazzo - Ghent (city center),40352209,Filip,,Binnenstad,51.05122,3.72157,Entire home/apt,75,1,150,2021-12-23,2.94,2,345,35,
18555913,Apartment in the centre of Ghent with car park,46127163,Anneke,,Elisabethbegijnhof - Papegaai,51.05125,3.71874,Entire home/apt,135,2,195,2021-11-06,3.55,4,296,24,
18761830,single room in colourfull house,69343106,Ingeborg,,Ledeberg,51.03528,3.74425,Private room,21,2,26,2021-12-16,0.47,2,32,7,
18834578,Renovated triplex in the city centre of Ghent,131163319,Aydan,,Elisabethbegijnhof - Papegaai,51.05316,3.71224,Entire home/apt,69,2,211,2021-12-09,3.91,1,74,19,
18872493,Completely renovated 19th century family house,3255623,"Pieter, Jana; Kat & Lilou",,Macharius - Heirnis,51.04735,3.74056,Entire home/apt,99,2,10,2021-08-16,0.19,1,0,2,
18875514,Private studio near city center,48898791,Joren,,Brugse Poort - Rooigem,51.06138,3.68983,Entire home/apt,65,2,91,2021-12-20,1.71,1,177,1,
18891699,Maison Arlette Louise,131643434,Mileen,,Binnenstad,51.05237,3.72686,Entire home/apt,124,2,181,2021-12-14,3.27,1,172,28,
18920831,Eve's room Spacious rooftop in Ghent,10881977,Nancy,,Sluizeken - Tolhuis - Ham,51.06351,3.73491,Private room,93,2,74,2021-12-12,2.42,1,168,19,
18938305,Family home in center of Ghent,18633623,Johannes,,Elisabethbegijnhof - Papegaai,51.0524,3.7156,Entire home/apt,125,5,4,2020-01-03,0.13,1,0,0,
19090011,Spacious top floor apartment in historic center.,4739451,Lieve,,Elisabethbegijnhof - Papegaai,51.05455,3.71706,Entire home/apt,86,5,0,,,2,84,0,
19097524,authentic spacious apartement in historic centre,133404776,Femke,,Binnenstad,51.05555,3.7251,Entire home/apt,185,1,39,2021-11-07,0.72,3,316,7,
19152623,design/retro apartment,7561538,Llotte,,Binnenstad,51.05061,3.73146,Entire home/apt,65,1,447,2021-12-16,8.22,1,95,99,
19184277,New trendy studio in a great location,134192357,Nathalie,,Binnenstad,51.04015,3.73687,Entire home/apt,64,1,216,2021-12-08,3.92,2,254,26,
19279395,Cosy studio near the historical center of Gent.,121003233,Hilde,,Sluizeken - Tolhuis - Ham,51.06267,3.71693,Entire home/apt,87,2,158,2021-12-16,2.93,1,227,25,
19290358,Central and cosy room in the old City center,13832946,Bart,,Binnenstad,51.05137,3.72669,Private room,55,1,79,2021-11-29,1.45,1,0,6,
19322644,Apartment Gent,135342781,Advas,,Stationsbuurt Noord,51.03682,3.71754,Entire home/apt,78,2,4,2021-04-17,0.07,1,4,2,
19444574,Apartment Gent (Citadel Area),136340475,Valerie,,Stationsbuurt Noord,51.03597,3.71698,Entire home/apt,75,1,68,2021-12-19,1.24,1,7,24,
19526484,Modern family house in old beguinage in the center,33514941,Tom,,Elisabethbegijnhof - Papegaai,51.05824,3.71122,Entire home/apt,289,4,17,2021-11-14,0.31,1,171,2,
19551628,Cozy apartment beside the river and wonderful view,75606591,Kian,,Watersportbaan - Ekkergem,51.04436,3.70232,Entire home/apt,35,4,0,,,1,0,0,
19592103,"Sunny, Clean & Quite Loft, Nearby city centre",12841027,Muriel,,Binnenstad,51.04085,3.73801,Entire home/apt,89,2,15,2021-11-08,0.27,1,329,10,
19613603,House of Trade - Suite for 3 with 2 balconies,94136253,Caroline,,Binnenstad,51.05936,3.72464,Entire home/apt,132,1,34,2021-12-11,0.63,1,303,10,
19645720,Welcome in the world of Chanel (private),4552523,Leonard,,Binnenstad,51.05076,3.73211,Entire home/apt,58,1,321,2021-12-12,5.96,5,351,3,
19649539,Centrally located charming house next to the water,24949144,Ria,,Sluizeken - Tolhuis - Ham,51.05999,3.73023,Entire home/apt,80,20,7,2018-08-13,0.13,1,363,0,
19667164,Beautiful Design Loft in Gent with large garden,22044540,Tomas,,Stationsbuurt Noord,51.0327,3.72371,Entire home/apt,170,1,82,2021-11-28,1.58,1,165,18,
19785070,Cosy private urban studio + FREE bikes!,3385245,Lesley,,Sint Amandsberg,51.06619,3.74946,Entire home/apt,69,1,240,2020-09-20,4.44,1,213,0,
19809622,Cosy retro house with terrace and garden,32522704,Bart,,Oud Gentbrugge,51.03979,3.74534,Entire home/apt,68,6,38,2021-08-31,0.70,2,12,2,
19897157,Mooie kamer niet ver van het centrum.,125572769,Marleen,,Ledeberg,51.03489,3.74572,Private room,35,2,11,2019-10-17,0.20,2,54,0,
19914949,Welcome in this golden place...,4552523,Leonard,,Binnenstad,51.05055,3.73152,Entire home/apt,58,1,322,2021-12-19,5.97,5,343,39,
19927493,Cool Studio in Castle Garden...,135773114,Eline & Daan,,Elisabethbegijnhof - Papegaai,51.05849,3.71875,Entire home/apt,39,10,230,2020-03-15,4.28,1,207,0,
19941444,Flat in Gent centrum met terras & gratis parking,46127163,Anneke,,Elisabethbegijnhof - Papegaai,51.05124,3.71806,Entire home/apt,128,2,114,2021-12-08,2.33,4,323,23,
19965497,Fully furbished holiday house near Ghent,141556808,Klein,,Mariakerke,51.07366,3.69304,Entire home/apt,100,5,7,2021-04-17,0.32,1,0,3,
20096647,Cosy studio in city centre.,4552523,Leonard,,Binnenstad,51.05236,3.73296,Entire home/apt,58,1,262,2021-12-17,4.89,5,342,2,
20183287,Maison Bontinck 44/2,41365502,Caroline,,Binnenstad,51.04962,3.72713,Entire home/apt,99,2,0,,,2,0,0,
20183709,Brabantdam 44/3,41365502,Caroline,,Binnenstad,51.05133,3.7294,Entire home/apt,99,2,1,2017-10-23,0.02,2,0,0,
20319269,Renovated appartment  centrum Gent,144147367,Ilyes,,Elisabethbegijnhof - Papegaai,51.05187,3.71836,Entire home/apt,100,1,110,2021-11-21,2.08,1,86,9,
20379887,Welcome in the Andy Warhol suite (private),4552523,Leonard,,Binnenstad,51.05243,3.73215,Entire home/apt,58,1,349,2021-12-11,6.57,5,339,16,
20468105,"Room in Ghent - calm, nearby city centre",19785284,Joanna,,Oud Gentbrugge,51.04476,3.75834,Private room,30,1,22,2020-03-08,0.42,1,50,0,
20491275,Ghent: Perfect Central Apartment with big terrace,47275109,Dirk,,Rabot  - Blaisantvest,51.06584,3.71889,Entire home/apt,68,1,129,2021-12-17,2.45,1,1,24,
20612508,La pensée sauvage (A wild thought),147323902,Rudy,,Elisabethbegijnhof - Papegaai,51.05162,3.71677,Entire home/apt,85,1,324,2021-12-19,6.18,3,333,59,
20644692,Modern appartement with park-view,15514725,Julie,,Oud Gentbrugge,51.04487,3.75433,Entire home/apt,85,2,13,2021-10-17,0.25,1,7,1,
20832097,Your own loft in city centre with indoor parking,9734743,Maxime,,Sluizeken - Tolhuis - Ham,51.06261,3.71787,Entire home/apt,91,1,123,2021-12-20,3.22,1,0,83,
20832785,Charming 3 Bedroom on the Canal Near the City,3149265,Simela,,Brugse Poort - Rooigem,51.06179,3.70339,Entire home/apt,68,3,56,2019-11-29,1.10,2,9,0,
20842771,Gezinswoning in rustige buurt,35397446,Manon,,Bloemekenswijk,51.07333,3.6991,Entire home/apt,103,7,8,2021-08-01,0.19,1,82,1,
21021842,"Stylish penthouse, great location, 2 big terraces!",19346897,Louise,,Binnenstad,51.04475,3.72994,Entire home/apt,111,7,28,2021-08-17,0.55,1,36,2,
21194829,Bed Resort - Belfort,8651909,Gerald,,Binnenstad,51.05506,3.72798,Entire home/apt,94,5,21,2021-10-16,0.43,3,265,1,
21214879,"ATELIER 7
Unique place in city center",29742444,Mattias,,Elisabethbegijnhof - Papegaai,51.04972,3.71625,Entire home/apt,121,5,104,2020-09-03,2.28,1,79,0,
21222837,"Room in Ghent, Belgium",13589979,Maria,,Brugse Poort - Rooigem,51.05882,3.70134,Private room,29,2,32,2020-03-01,0.63,1,0,0,
21263681,Penthouse centrum Gent,63794642,David,,Binnenstad,51.05039,3.73116,Entire home/apt,320,2,50,2021-11-14,1.02,1,345,5,
21342969,Ghent city guest house_free parking,34274994,Ann-Sophie,,Elisabethbegijnhof - Papegaai,51.05516,3.71307,Entire home/apt,135,2,110,2021-12-01,2.19,1,24,15,
21487839,Your Suite Ghent,134192357,Nathalie,,Binnenstad,51.05059,3.73015,Entire home/apt,68,1,246,2021-11-28,4.99,2,226,39,
21570759,Architectural house near city center - 20min walk,4896545,Karolien,,Oud Gentbrugge,51.04299,3.74594,Entire home/apt,269,1,123,2021-11-28,2.50,2,338,26,
21571187,The Lighthouse Atelier,4009178,Leen,,Rabot  - Blaisantvest,51.05702,3.70975,Entire home/apt,75,2,127,2020-10-01,2.55,1,0,0,
21606699,Stay in the center of Ghent!,157161550,Nathalie,,Sluizeken - Tolhuis - Ham,51.06186,3.72402,Entire home/apt,140,2,22,2021-10-17,0.70,1,0,12,
21767980,Charming duplex in mansion close to city centre.,158599459,Toon En Ingrid,,Elisabethbegijnhof - Papegaai,51.05792,3.71404,Entire home/apt,140,2,106,2021-12-12,2.15,1,150,23,
21907317,"Near the station, free parking",119242405,Daniel,,Drongen,51.04534,3.65309,Private room,33,1,27,2021-09-22,0.55,2,273,3,
21911071,Rap 'n Holiday Home,159867374,Gaby,,Sint Denijs Westrem,51.0154,3.66425,Entire home/apt,85,2,5,2021-08-07,0.12,1,3,2,
21941354,Welcome in the world of Salvador Dali,109991056,Léonard En Mercutio,,Binnenstad,51.05156,3.73154,Entire home/apt,58,1,139,2021-12-12,2.81,4,353,11,
22047333,Renovated historic mill loft,22753242,Michiel,,Binnenstad,51.05839,3.72373,Entire home/apt,90,2,119,2021-10-31,2.49,1,178,7,
22061504,"cosy studio (Ghent), 2p, separate bathroom",15982903,Sarah En Jan,,Ledeberg,51.03428,3.74255,Private room,50,3,9,2019-12-30,0.19,1,24,0,
22094809,"Spacious app with big terrace, nearby trainstation",98213585,David,,Dampoort,51.0555,3.74192,Entire home/apt,169,2,56,2021-12-12,1.23,3,328,7,
22314526,Stylish Loft in Charming Townhouse in City Center,105326422,Matthias,,Binnenstad,51.05777,3.72162,Entire home/apt,183,2,158,2021-11-21,3.24,3,81,22,
22324768,Espresso suite,13829824,Francis,,Muide - Meulestede - Afrikalaan,51.07128,3.7296,Entire home/apt,95,2,63,2021-11-28,1.36,6,352,17,
22330886,Beautiful and private studio/apartment,163267642,Luc,,Stationsbuurt Zuid,51.02865,3.72368,Private room,55,6,43,2021-11-14,0.92,1,237,4,
22356023,Room in Central and Young Apartment,21358179,Bart,,Watersportbaan - Ekkergem,51.04543,3.71172,Private room,36,14,0,,,3,98,0,
22539464,Chère Anna (City Center Top Location),23634443,Anna,,Binnenstad,51.05331,3.73233,Entire home/apt,100,3,131,2021-12-08,2.76,2,13,10,
22581838,Bright and Comfortable ROOM on the Canal,3149265,Simela,,Brugse Poort - Rooigem,51.061,3.70394,Private room,23,2,3,2018-02-11,0.06,2,21,0,
22634155,Design duplex city center appartement,38890537,Julie,,Binnenstad,51.05026,3.72836,Entire home/apt,86,4,161,2021-09-12,3.43,1,298,10,
22679820,B&B Schopenhauer in the historical centre of Ghent,83766425,Erik,,Elisabethbegijnhof - Papegaai,51.05073,3.71981,Private room,120,2,1,2021-10-08,0.38,2,260,1,
22710220,Newly renovated house close to the center of Ghent,18970937,Bert,,Dampoort,51.06025,3.74344,Entire home/apt,69,2,42,2021-11-01,0.90,1,0,25,
22902890,Whale,169515739,Margot,,Drongen,51.04249,3.602,Entire home/apt,100,2,0,,,1,88,0,
23001028,Cosy studio at the Opera,110630447,Kristof,,Binnenstad,51.04984,3.72148,Entire home/apt,87,2,193,2021-11-27,4.12,4,57,29,
23194225,HELENA's Cabin,10631375,Inge,,Muide - Meulestede - Afrikalaan,51.06401,3.73736,Entire home/apt,95,2,38,2021-12-04,0.85,1,353,10,
23227439,private room2 in historical city TOP LOCATION!,63080910,Jeremy,,Elisabethbegijnhof - Papegaai,51.05787,3.71757,Private room,51,1,337,2021-12-08,7.23,2,341,47,
23245483,Cosynest: your home in Ghent,59239296,Voornaam,,Dampoort,51.05083,3.7498,Entire home/apt,119,4,8,2020-03-11,0.20,1,197,0,
23298129,"GUSTAV's HOUSE. A trendy spot to work, love & play",67197572,Bert,,Drongen,51.04987,3.66678,Entire home/apt,175,2,117,2021-09-19,2.51,1,301,19,
23300438,Luxury Apartment  Atelier Ecru,7423873,Stéphanie,,Elisabethbegijnhof - Papegaai,51.05762,3.71787,Entire home/apt,173,2,20,2021-08-19,0.44,1,2,5,
23300768,Private room1 in historical city TOP LOCATION,63080910,Jeremy,,Elisabethbegijnhof - Papegaai,51.05647,3.71801,Private room,51,2,264,2021-12-05,5.74,2,359,15,
23425309,Spacious room - private bathroom near Ghent,15850802,Lotte,,Zwijnaarde,51.01743,3.70425,Private room,52,2,35,2021-11-16,0.91,1,51,7,
23460733,Hostel Sport Gent voor groepen vanaf 8 personen,175061199,Anton,,Watersportbaan - Ekkergem,51.04823,3.70291,Shared room,25,2,27,2021-10-03,0.60,1,0,1,
23474582,Charming duplex with roof-top terrace,15453264,Maarten,,Elisabethbegijnhof - Papegaai,51.05651,3.71166,Entire home/apt,71,3,33,2019-09-30,0.74,1,0,0,
23500215,Modern appartement met klein terras en parking,46127163,Anneke,,Elisabethbegijnhof - Papegaai,51.05124,3.71806,Entire home/apt,88,2,79,2021-12-18,1.73,4,325,25,
23518039,"Luxury and charming apartment, with terrace and view over towers of Ghent.",24893740,Mia,,Binnenstad,51.05559,3.72453,Entire home/apt,170,2,158,2021-12-13,3.40,2,311,25,
23530032,Cosy house in historical heart of Ghent,35367468,Juliette,,Elisabethbegijnhof - Papegaai,51.05581,3.71049,Entire home/apt,101,2,6,2021-11-06,1.26,1,52,6,
23570240,Appartement voor twee personen,176157086,Sofie,,Ledeberg,51.0371,3.73905,Entire home/apt,74,3,3,2018-09-12,0.07,1,85,0,
23636327,Quiet family house in a unique car-free street,28701190,Sara,,Brugse Poort - Rooigem,51.05541,3.69914,Entire home/apt,80,3,11,2021-07-29,0.24,1,23,2,
23643843,Volop ruimte en romantische accenten in een historisch pand in hartje Gent,69788907,Myriam,,Binnenstad,51.05409,3.72985,Entire home/apt,226,2,117,2021-11-28,2.78,1,223,18,
23837044,Design Apartment with Balcony and View over Ghent Towers,24893740,Mia,,Binnenstad,51.05498,3.72542,Entire home/apt,164,2,130,2021-12-12,2.85,2,306,19,
23837349,Charming garden studio in the historic center,53135103,Akira & Aris,,Sluizeken - Tolhuis - Ham,51.05938,3.72161,Entire home/apt,100,1,421,2021-12-08,9.27,3,63,133,
23935662,Inge's Studio in centre Ghent,72907064,Inge,,Sluizeken - Tolhuis - Ham,51.06043,3.73166,Entire home/apt,52,3,120,2021-10-01,2.67,1,0,15,
23949863,StudioLudo,36436221,Ludo,,Watersportbaan - Ekkergem,51.04192,3.71482,Entire home/apt,78,3,31,2021-08-22,0.91,1,57,6,
24016262,Climate neutral self check-in house with fast WiFi,12784980,Hannes,,Ledeberg,51.0346,3.74542,Entire home/apt,87,3,69,2021-12-13,1.52,1,25,11,
24069818,"Brand-new, trendy apartment, sublimely located!",81703164,Charlotte,,Binnenstad,51.05564,3.73232,Entire home/apt,90,1,8,2019-10-11,0.18,1,2,0,
24272178,Spacious duplex with terrace. Centrally located,31030190,Gaelle,,Macharius - Heirnis,51.04767,3.74098,Private room,80,1,56,2021-05-23,1.25,1,0,1,
24307488,Art house located at the centre of Ghent,62303087,Mieke,,Binnenstad,51.04477,3.73456,Entire home/apt,78,2,75,2021-12-09,1.69,1,261,19,
24331315,@303,183575014,Bernard,,Nieuw Gent - UZ,51.0308,3.73046,Entire home/apt,48,2,49,2021-12-02,1.19,2,138,9,
24361777,"A bright apartment for studies,expats or Holidays",11304146,Kristof,,Brugse Poort - Rooigem,51.0613,3.69926,Entire home/apt,51,60,9,2021-09-09,0.21,3,222,2,
24400600,"Cosy 3-bedroom apartment, nearby the train station",98213585,David,,Dampoort,51.05572,3.74245,Entire home/apt,170,2,57,2021-12-07,1.30,3,317,10,
24512050,"Overlook the City's Rooftops at a Bright, Bohemian Haven",185166822,Filip,,Binnenstad,51.04999,3.72655,Entire home/apt,176,2,192,2021-12-14,4.49,1,297,45,
24674787,"Ghent, Spacious house with city-garden",30011531,Alex,,Sluizeken - Tolhuis - Ham,51.06101,3.71774,Entire home/apt,110,6,4,2021-07-24,0.12,1,0,1,
24789666,A beautiful & cosy apartment - feels like home,8726103,Bart,,Sluizeken - Tolhuis - Ham,51.06093,3.72326,Entire home/apt,70,2,233,2021-12-19,5.34,1,162,45,
24845257,EXCLUSIVE: Charming Guesthouse in Ghent,115127057,Marie,,Elisabethbegijnhof - Papegaai,51.05894,3.717,Entire home/apt,290,2,71,2021-10-17,1.66,1,285,10,
25007519,Bright lovely vintage studio,7802210,Barbara,,Dampoort,51.05413,3.74899,Entire home/apt,47,3,70,2019-11-08,1.66,1,176,0,
25049604,Private room  2  in quiet neighbourhood of Gent,183363863,Martine,,Sint Denijs Westrem,51.01323,3.66771,Private room,45,2,33,2021-11-30,0.76,1,81,10,
25069175,A bright Roof Top Studio,11304146,Kristof,,Macharius - Heirnis,51.05433,3.73542,Entire home/apt,36,90,4,2019-09-16,0.10,3,173,0,
25124986,Gezellige loft in centrum Gent met privé terras!,58928,Virginie,,Binnenstad,51.05046,3.72572,Entire home/apt,110,2,84,2021-08-12,2.31,1,176,8,
25160240,Cosy room near the historical center of Gent.,190123238,Johan,,Mariakerke,51.07086,3.69242,Private room,29,2,69,2021-12-12,1.64,1,111,18,
25218066,Cozy Green Apartment in Historic Center of Ghent,190542390,Pj,,Binnenstad,51.05618,3.72473,Entire home/apt,100,2,158,2021-12-09,3.68,1,47,55,
25309283,"'The Boutique' Studio, free CoffeeHouse Breakfast",22195789,Thomas,,Elisabethbegijnhof - Papegaai,51.05397,3.71751,Entire home/apt,60,1,240,2021-12-07,5.93,4,338,79,
25368029,Ground floor loft near city centre + garage,409541,,,Dampoort,51.0547,3.74996,Entire home/apt,96,2,95,2021-12-12,2.22,1,221,10,
25371584,Private new studio in art deco home-great location,4434842,Simon & Robin,,Stationsbuurt Noord,51.04027,3.7069,Entire home/apt,64,2,117,2021-12-20,3.28,2,300,40,
25375361,Cute house with a private little garden & 2 bikes,156444018,Wim,,Watersportbaan - Ekkergem,51.05007,3.70558,Entire home/apt,83,2,58,2021-09-24,1.37,1,0,25,
25619346,Beautiful room in the city center of Ghent,20566731,Sofie,,Rabot  - Blaisantvest,51.06049,3.71457,Private room,72,1,80,2021-11-21,1.92,1,206,3,
25853812,Classy penthouse with terrace in the heart of Gent,169991961,Thierry & Inge,,Binnenstad,51.05098,3.72283,Entire home/apt,124,4,52,2021-11-29,1.24,1,52,8,
25970539,Cozy apartment in the historic center,77082543,Hans,,Elisabethbegijnhof - Papegaai,51.04979,3.71971,Entire home/apt,68,1,68,2021-11-23,1.61,1,255,11,
26090907,Stylish Loft in Charming Townhouse in City Center,105326422,Matthias,,Binnenstad,51.0582,3.72091,Entire home/apt,110,2,83,2021-11-14,1.99,3,171,15,
26094960,Living The Moment - Your Charming House,64426079,Bart,,Binnenstad,51.05309,3.73111,Entire home/apt,250,2,20,2020-03-15,0.50,2,231,0,
26121271,B&B Petit Prince – Historic Center – Nordic Orange,30925639,Polo,,Elisabethbegijnhof - Papegaai,51.05819,3.71388,Hotel room,107,1,19,2021-11-12,0.45,3,163,5,
26159197,Maison Touche (Spacious and central located),196617503,Sofie,,Binnenstad,51.05184,3.72635,Entire home/apt,146,2,128,2021-12-19,3.05,1,349,23,
26161189,B&B Petit Prince – Historic Center – Arabic Blue,30925639,Polo,,Elisabethbegijnhof - Papegaai,51.05819,3.71388,Hotel room,117,1,24,2021-12-03,0.57,3,252,3,
26182014,"Colibri house - Xsimple,friendly and happy people!",170037596,Julie,,Stationsbuurt Zuid,51.02957,3.7041,Entire home/apt,95,2,4,2021-08-12,0.10,1,0,1,
26195752,B&B Petit Prince – Historic Center – French Green,30925639,Polo,,Elisabethbegijnhof - Papegaai,51.05819,3.71388,Hotel room,109,1,17,2021-10-03,0.40,3,171,4,
26216502,Room in cosy Urban Jungle House,111020849,Hannes,,Binnenstad,51.04065,3.72685,Private room,35,1,96,2021-11-21,2.29,1,163,16,
26314677,Bij het station van Drongen,119242405,Daniel,,Drongen,51.04597,3.65318,Private room,37,1,16,2021-10-31,0.38,2,284,6,
26389827,Luxe BNB Nest Jacuzzi Room (new from 12/7/18),17971943,Eva,,Rabot  - Blaisantvest,51.0641,3.70571,Hotel room,135,1,118,2021-12-07,2.81,3,347,46,
26390559,Luxe BNB Nest Sauna Room (new from 12/7/18),17971943,Eva,,Rabot  - Blaisantvest,51.06415,3.70698,Hotel room,135,1,49,2021-12-11,1.17,3,355,24,
26405920,Stylish loft with large terrace at the water,198554874,Sammy,,Binnenstad,51.05014,3.7234,Entire home/apt,118,2,85,2021-12-12,2.00,3,337,10,
26431428,Zonnige bungalow met natuurlijke tuin,47121690,Liesbet,,Mariakerke,51.07127,3.66807,Entire home/apt,100,2,9,2021-11-01,1.03,1,203,9,
26566901,Water side stay in duplex apartment,13829824,Francis,,Sluizeken - Tolhuis - Ham,51.06966,3.72887,Entire home/apt,120,2,27,2021-09-19,0.64,6,353,8,
26586044,"Trendy, Cosy, Historical Center",9526236,Marc,,Elisabethbegijnhof - Papegaai,51.04945,3.71524,Entire home/apt,80,30,28,2021-12-03,0.68,2,71,7,
26622296,Fran's house 1,75712944,Francine,,Ledeberg,51.03446,3.75427,Private room,35,1,107,2020-09-24,2.53,3,5,0,
26648638,Modern Parkview Apartment. Central!,200328797,Fran,,Rabot  - Blaisantvest,51.06694,3.72218,Entire home/apt,95,1,77,2021-12-19,1.90,1,113,13,
26700588,Mammy's Corner: appartment on the ground floor.,200755820,Katelyne,,Mariakerke,51.07669,3.69047,Entire home/apt,66,2,71,2021-08-28,1.70,1,297,10,
